Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;SolarNoonAngle
40540;0;35;21.9;11.7;7.8;28.18;49.5;0.866667;-16.28508402
40541;0;33.8;21.8;8.2;7.9;27.84;52.75;1.1;-16.24003005
40542;0;35.2;22.3;8.5;6.4;28.58;50;0.666667;-16.18808068
40543;0;32;22.2;2.5;7.8;27.36;54.5;1.633333;-16.12925128
40544;3.1;33;22.6;3.6;5;27.32;57;1.266667;-16.0635593
40545;0;35;22.3;8.8;5.9;27.84;51.75;1.4;-15.9910242
40546;9.6;28.1;22;1.4;6.3;24.82;85.25;1.166667;-15.91166747
40547;0.3;33.2;22;6.3;1.7;25.6;74.25;1.5;-15.82551264
40548;0.4;33.4;21.8;8.5;3.5;26.8;65.25;1.866667;-15.73258522
40549;3.4;34;22.7;11.4;4.6;27.98;48.25;2.4;-15.63291275
40550;0;33.8;22.8;7.8;7.3;28.12;50;2.133333;-15.52652478
40551;0;32.8;22.5;4.8;7.2;27.54;54.75;0.8;-15.41345282
40552;0;34.5;21.8;9.7;6;28.02;49.5;1.4;-15.29373038
40553;0;31.5;23.7;3.8;6;25.92;78;1.433333;-15.16739293
40554;4.4;35.1;21.8;7;2.5;27.74;48.5;1.066667;-15.03447792
40555;0;35;22.5;8.6;7;28.66;49.5;1.333333;-14.89502473
40556;0;34.3;23.1;5.5;7.3;28.56;52.5;1.7;-14.74907468
40557;0;35.5;23.3;6.3;7.9;28.52;50;1.5;-14.59667102
40558;0;36.3;21.8;11.3;7.2;29.78;42;1.266667;-14.43785892
40559;0;36.5;22.9;9.4;8.9;30.08;41.25;1.466667;-14.27268542
40560;0;35.3;24.1;5.9;9.3;27.96;62.75;1.566667;-14.10119948
40561;11.6;34.5;23.1;6.4;5.9;28.24;47;1.033333;-13.9234519
40562;0;35.1;20.6;9.7;5.9;27.66;47.25;0.933333;-13.73949537
40563;0;34.4;22.8;4;6.6;26.96;52.25;1.133333;-13.54938439
40564;1.1;34.1;21.6;5.9;6.2;26.18;67.75;2;-13.35317529
40565;1.3;29.5;22.5;1.3;4.1;24.8;74;1.433333;-13.15092621
40566;0.6;29.3;21.8;1.3;2.5;25.1;78.75;1;-12.94269709
40567;0.8;31.5;23.1;0.3;2.5;26.48;61.75;1.533333;-12.72854964
40568;0;29.1;22.2;1.6;4.5;24.86;77.5;1;-12.50854729
40569;9.6;32.6;21.3;7;2.6;26.14;68;1;-12.28275525
40570;0;34.5;21.8;9.7;4.4;27.78;55.5;1.9;-12.05124043
40571;0.5;34.1;22.7;5.5;3.6;27.6;62.5;1.333333;-11.81407143
40572;0;35.3;22.2;9.9;4.1;28.62;51.25;1.666667;-11.57131851
40573;0;35;22.5;6.3;5.6;27.9;54.25;1.2;-11.32305363
40574;0;33.5;22.6;8.4;7.1;27.78;57.5;1.9;-11.06935034
40575;0;31;23.1;1.3;5.9;27.18;59.25;1.033333;-10.81028382
40576;0.2;30.1;23.8;2.4;7;25.9;85.5;0.9;-10.54593084
40577;12.9;34.2;21.8;8.8;1.1;26.12;74.25;0.833333;-10.27636974
40578;39.2;29;21.4;0.3;4.7;24.56;86.5;0.633333;-10.00168038
40579;28.6;30.8;21.1;3.4;1;25.1;76.25;1.433333;-9.721944169
40580;0;33.3;21.8;7.1;5.5;26.34;73.5;1.7;-9.437243995
40581;1.8;34.2;21.8;9.4;4.1;27.48;62.25;1.566667;-9.14766422
40582;0;33.6;23.1;6.4;6.4;27.7;62.5;1.633333;-8.853290655
40583;0;33.1;23.3;5.7;5.5;27.36;67.75;1.7;-8.554210528
40584;0;34.1;21;8.9;4;27.06;65.25;1.566667;-8.250512463
40585;0;34.1;22.4;7.3;6.3;26.62;73.25;1.033333;-7.942286453
40586;23.8;29.4;22.3;1.5;4.9;25.06;90.25;0.633333;-7.629623831
40587;5.2;34.1;21.8;8.6;1.3;26.98;66.75;1.166667;-7.312617246
40588;5;32.2;24.1;4.1;4.8;27.08;72.5;1.8;-6.991360634
40589;0;33.6;22.8;4.4;4.2;27.44;68.25;1.866667;-6.66594919
40590;15.4;28.6;22.9;0.4;3.8;24.78;87.75;0.9;-6.336479341
40591;21.8;26.3;21.6;0;0.9;23.66;92.25;0.366667;-6.003048715
40592;9.6;32.2;21;6;0.8;25.72;76.25;0.833333;-5.665756116
40593;0;31.8;21.8;7.4;3;26.32;71.25;1.533333;-5.324701491
40594;0;33;22;8.8;4.1;26.32;80.25;1.466667;-4.9799859
40595;4.6;33.6;21.6;8.4;2.9;26.76;71.25;1.2;-4.631711492
40596;0;33.4;22.6;9.8;3.6;27.68;68.25;1.533333;-4.279981467
40597;0;34.3;21.4;9.1;3.9;26.98;70;1;-3.92490005
40598;0;32.3;22.6;5.7;4;26.22;78.75;0.7;-3.56657246
40599;12.3;26.5;21.8;0;2.7;23.62;88.5;1.3;-3.205104877
40600;2.4;32.5;21.5;6.1;1.8;25.24;84.25;0.766667;-2.840604411
40601;24.2;31.8;21.6;6.4;2.8;25.36;77.75;2.633333;-2.473179073
40602;18.9;26.1;21.5;0.7;3.2;23.64;92.25;0.733333;-2.102937737
40603;30.2;30.4;21.3;3.6;0.8;24.74;85.25;1.233333;-1.729990115
40604;15;31.6;21.5;3.6;2.2;25.1;85.25;1.133333;-1.354446718
40605;0;32.8;21.6;9.3;2.5;26.84;69.75;1.2;-0.976418829
40606;0;33.1;22;10.1;4.8;27.02;70.25;1.366667;-0.596018466
40607;0;30.4;22.8;3.7;4.8;25.2;88.25;0.6;-0.213358348
40608;18.2;32.5;21.2;8.9;3.2;26.56;78.5;1.1;0.171448133
40609;0;33.1;21.8;9.7;3.6;26.7;72;1.666667;0.558286951
40610;0;33;21.4;7.4;5.3;26.32;75;0.9;0.947043477
40611;26;32.2;21.6;5.6;5.1;25.84;80;1.8;1.337602514
40612;9.5;31.8;22.2;3.7;3.3;25.72;87;1.066667;1.729848332
40613;0.4;32.2;21.6;6.6;2.3;26.36;75.5;1.3;2.123664699
40614;1;33;22;8.5;3.7;26.2;77;1.3;2.518934919
40615;0;30.2;22.4;7.4;4;26.12;78.75;2.133333;2.915541865
40616;7.4;31.8;22.7;5.6;4.5;26.06;78.25;1.133333;3.313368013
40617;1.4;32.8;21.1;9.6;3.4;25.5;78.5;1.266667;3.71229548
40618;19.7;33.1;21.8;7.5;3.6;26.42;77.25;1.066667;4.112206054
40619;0;33.6;21.1;9.3;3.8;27.1;67.25;1.1;4.512981234
40620;0;33.3;22.5;10.1;4.7;27.28;69;1.066667;4.914502261
40621;0;32.8;21.8;10;4.2;26.84;67.5;1.1;5.316650155
40622;0;33.6;21.2;10.2;5.2;27.08;71;0.7;5.719305752
40623;0;32.8;22.2;7.8;5;26.84;72.75;1.233333;6.122349736
40624;0;32.6;22.3;5;4.3;26.3;75.5;0.866667;6.525662676
40625;21.6;33.2;22.2;10.8;2.7;27.08;66.5;0.933333;6.929125062
40626;0;33.3;22;10.1;4.3;26.34;70.5;1.633333;7.33261734
40627;19.6;32.6;21.6;9.3;2.7;25.48;79.25;1.3;7.736019946
40628;23.6;32.5;22.5;8.2;4.7;26.6;79;1.066667;8.139213342
40629;11.3;31.1;21.6;4.4;3.2;25.42;76;1.033333;8.542078055
40630;1;31.5;21.4;4.2;2.8;25.62;77.5;0.9;8.944494707
40631;9.3;31.6;21.6;5.9;2;26;80.25;0.766667;9.346344052
40632;0.4;32.3;21.8;7.7;2;26.38;72;0.866667;9.747507015
40633;9.1;33.3;21.4;9.6;2.5;26.58;66;1.133333;10.14786472
40634;0;33.4;21.8;11.1;3.8;27.04;65.25;1.233333;10.54729854
40635;0;33.6;21.8;10.7;4.7;27.32;60.25;1.1;10.9456901
40636;0;34.2;22.3;10.6;4.5;27.94;60.25;1.066667;11.34292136
40637;0;33.6;22.9;8.7;5.2;27.62;61.75;0.633333;11.73887461
40638;0;33.4;22.4;10.4;4.5;26.8;67.5;1.766667;12.13343252
40639;0;33.3;21.8;7.8;4.9;26.98;66.75;1.5;12.52647817
40640;0;34.2;22;8.5;4.7;27.02;66.25;1.666667;12.9178951
40641;0;33.6;22.3;10.4;4.8;27.3;59;1.466667;13.30756731
40642;0;33.6;22.2;8.9;5;26.56;69;1.3;13.69537935
40643;1;33.4;22.5;10;3.8;27.46;60.75;1.366667;14.08121629
40644;0.6;33.3;22.3;9;4.4;26.28;69.25;2.366667;14.4649638
40645;0;32.5;21.8;8.5;6;26.54;63;1.533333;14.84650818
40646;0;32.2;22.8;3.2;4.8;26.2;69.5;1.2;15.22573635
40647;0;32.8;22.5;8.8;4;27.34;55.75;1.5;15.60253595
40648;0;33.6;20.8;10.5;6;26.88;57.5;1.4;15.97679532
40649;1.9;33.5;21.8;9.9;5.9;27.42;58.25;1.7;16.34840357
40650;29.5;32.2;22.6;7.8;5.6;26.4;78.5;0.566667;16.71725057
40651;1.8;31.8;22.4;4.6;3;25.64;76;1.6;17.08322702
40652;19.9;30.4;21.8;2.8;3.6;25.12;82;0.5;17.44622449
40653;2;31.5;22.9;8.1;2.4;26.52;67.25;1.1;17.80613541
40654;0;32.4;21.8;9.7;2.9;26.4;67;2.2;18.16285313
40655;0;30.5;23.1;3.8;4.6;26.04;79.5;0.866667;18.51627194
40656;0.9;32.5;21.8;9.3;3.7;26.5;65;1.1;18.86628712
40657;19.3;31;23.5;4.5;4.7;26.58;69.5;1.3;19.21279496
40658;0;29.8;22.8;3.2;3;25.68;69.75;1.8;19.55569277
40659;0;32.5;20.8;10.4;4.5;25.94;62.25;1.066667;19.89487894
40660;0;32.2;20.2;10.4;4.1;25.56;65.25;1.5;20.23025298
40661;0;31.6;21;9.5;6;25.96;60.25;1.066667;20.56171549
40662;0;32.6;20.5;8.8;5;26.34;63;1.466667;20.88916827
40663;0;33.2;21.8;8.8;6.9;27;65.25;1.133333;21.21251427
40664;0;33.1;21.3;10.1;3.5;26.88;60.5;1.833333;21.53165769
40665;0;33.2;22.5;9.2;5.9;27.66;60;1.8;21.84650396
40666;5.8;30.5;23.3;2.1;5.2;25.68;85.25;1.033333;22.15695977
40667;5.4;29.8;23.3;5.1;2.1;25.94;85.5;1.633333;22.46293315
40668;13.8;31.1;22.6;4.8;2.1;25.74;75.5;2.033333;22.76433341
40669;0;31.6;23.3;6.6;3.2;26.54;60.25;2.3;23.06107124
40670;0;32.6;20.6;11;3.2;25.88;57.25;1.533333;23.35305873
40671;0;31.8;19.4;8.4;5.2;25.04;62;2.766667;23.64020934
40672;0;32.3;18.8;9.8;4.4;25.26;62;2.8;23.92243799
40673;0;30.8;20.8;4.2;6.1;25.4;68;2.066667;24.19966104
40674;0;31.1;22.3;4.5;3.3;25.88;66;1.966667;24.47179635
40675;0;32.8;20.8;10.1;6.2;26.36;55.25;2.466667;24.73876328
40676;0;32.2;19.8;10.3;5;25.72;57;1.233333;25.00048272
40677;0;33;19;10.3;6.2;26.2;50.25;1.666667;25.25687713
40678;0;31.1;20.3;3.5;6.4;25.48;64;1.466667;25.50787051
40679;0;33.9;19.6;6.1;3.9;26.32;57.5;0.866667;25.7533885
40680;0;32.1;23.4;2.8;6;26.14;82;1.633333;25.99335835
40681;66.4;28.8;21.6;0;2;24.6;83.5;0.8;26.22770894
40682;0;31.1;21.8;8;0.8;26.42;61.75;2.1;26.45637084
40683;0;30.8;23.5;4.6;5.2;26.06;62;2.3;26.67927629
40684;0;31.3;20.3;7.9;4.1;25.96;58;3.566667;26.89635923
40685;0;31;19.4;10.3;6.3;24.56;52.5;3.7;27.10755534
40686;0;29.6;19.8;4.1;3.8;25.12;65;2.633333;27.31280204
40687;0;32.2;22.6;4.5;4.2;26.04;74;1.3;27.51203851
40688;1.2;30.8;21.6;3.6;3;25.64;65.25;1.7;27.7052057
40689;0;32.1;20.8;9.5;5.4;26.5;49.25;2.333333;27.89224639
40690;0;32.8;20.8;7.4;4.8;26.96;53.75;1.3;28.07310514
40691;0;33.5;21;9.7;4;27.02;53;1.333333;28.24772837
40692;0;33.4;19.6;10.3;5.2;26.76;51.5;2.533333;28.41606433
40693;0;32.8;21;9.6;6.1;26.44;54.5;2.633333;28.57806313
40694;0;32.2;19.6;10.2;6.7;26.12;51.5;3.666667;28.73367678
40695;0;32.2;21.4;7.1;6.7;26.4;55.75;2.466667;28.88285916
40696;0;32.6;19.5;7.8;6.4;25.98;55.25;2.266667;29.02556606
40697;0;32.2;19.8;9.9;5.8;25.76;54.75;2.166667;29.16175521
40698;0;33.4;18.3;9.9;5.2;25.92;52.75;1.233333;29.29138624
40699;0;35.4;18.8;10.4;6;26.72;49.75;1.3;29.41442073
40700;0;33.1;19.7;9.4;7.4;26.28;54;2.566667;29.53082225
40701;0;30.6;20.8;4.6;7.8;25.88;57;2.9;29.64055628
40702;0;34.6;18.6;10.3;6.2;26.68;48.75;0.9;29.74359031
40703;0;35.3;18.6;10.2;6.8;27.58;44;1.033333;29.83989382
40704;0;35.1;23.6;9.7;8.6;28.72;50.75;1.933333;29.92943827
40705;0;35.3;21.3;10.2;6.8;27.92;48.5;1.833333;30.01219712
40706;0;31;22.9;2.7;9.1;26.18;54.75;2.633333;30.08814585
40707;0;33.6;18.6;10.3;4;25.96;48;1.933333;30.15726195
40708;0;33.6;18.9;10.3;9.1;26.02;41.75;2.3;30.21952494
40709;0;33.8;16.8;10.1;8.8;25.76;43.75;2.733333;30.27491638
40710;0;32.4;21.8;7.7;9.6;26;56.25;3.366667;30.32341985
40711;0;30.4;19.2;5.5;5.5;25.76;51.75;2.366667;30.36502097
40712;0;31;19.8;3.6;8;26.08;56.5;1.666667;30.39970742
40713;0;34.6;21.8;9.3;5.8;27.92;46;2.233333;30.42746893
40714;0;33.6;20.5;7.7;7.4;26.9;41;1.7;30.44829726
40715;0;34.1;19.8;8.5;6.3;26.34;46;1.6;30.46218624
40716;0;34.2;18.4;9;8.7;26.96;47.75;2.9;30.46913176
40717;0;33;21.8;6.9;8.2;27;50.25;3.066667;30.46913176
40718;0;33.1;22.5;4.9;7.7;27.08;42;2.2;30.46218624
40719;0;34.8;19.2;10.2;7.1;27.28;48.5;2.033333;30.44829726
40720;0;35.5;19.5;10.2;8.9;27.56;43.5;2.033333;30.42746893
40721;0;34.4;17.8;10.3;8.3;27.08;47;2.2;30.39970742
40722;0;34.8;19.7;7.5;8.9;27.5;56;1.6;30.36502097
40723;0;34.6;19.3;10.3;8.6;26.9;42.75;2.6;30.32341985
40724;0;34.8;19.2;10.2;7.9;27.56;50.25;2.9;30.27491638
40725;0;33.5;19;10.2;10.9;26.58;54;3.3;30.21952494
40726;0;33.5;17.5;10.3;10.9;26.36;50;2.25;30.15726195
40727;0;34;20.5;10.3;11.2;27.62;45;2;30.08814585
40728;0;35.2;18.6;10.3;11.2;27.28;49;2.8;30.01219712
40729;0;35.7;19;10.3;8.6;28.3;50;1.8;29.92943827
40730;0;33;22;7.2;11.4;27.56;56;1.85;29.83989382
40731;0;36;19;8.8;8.5;28.86;50;0.75;29.74359031
40732;0;35.5;24.1;7.5;10;29.12;61;1.35;29.64055628
40733;0;34;23.6;4.3;9.4;27.92;52;2.1;29.53082225
40734;0;32.8;21;10.3;11.9;26.94;56;3.3;29.41442073
40735;0;31.8;20.6;8.6;10.3;26.78;58;3.75;29.29138624
40736;0;30.5;22.5;1;12.2;27;57;3.7;29.16175521
40737;0;31;22.5;6.5;10.7;26.62;58;2.65;29.02556606
40738;0;33.5;20.2;10.2;10.4;26.9;49;2.7;28.88285916
40739;0;34;18;10.4;12;26.74;49;1.3;28.73367678
40740;0;34;18;9.1;11.5;27.28;50;1.6;28.57806313
40741;0;34;21.5;9.5;10.6;27.5;;1.8;28.41606433
40742;0;34;17;10.4;11.2;25.8;50;1.75;28.24772837
40743;0;36;18.5;10.4;9.6;27.7;47;0.8;28.07310514
40744;0;34.5;22.3;10.4;10;27.88;49;2.6;27.89224639
40745;0;33.5;19.5;10.4;10.9;26.92;49;3.4;27.7052057
40746;0;34;18;10.3;11;27.28;52;1.95;27.51203851
40747;0;33.5;19.5;10.4;9.8;27.18;52;2.45;27.31280204
40748;0;33.2;19;9.3;11.3;26.72;50;4.5;27.10755534
40749;0;33;20.8;8.8;12;26.96;50;3.3;26.89635923
40750;0;32.8;21.8;10.4;11.1;26.84;47;2.6;26.67927629
40751;0;32;17.5;7.9;12.2;25.66;58;3.3;26.45637084
40752;0;34;19.5;10.4;12.9;26.9;50;2.3;26.22770894
40753;0;33.5;20.5;10;11.6;26.52;54;1.85;25.99335835
40754;0;35;18;10.5;10.3;27.6;50;2.05;25.7533885
40755;0;32.8;21.8;3.1;9.8;26.36;73.5;1.833333;25.50787051
40756;2.8;29.6;22.3;0.8;3.9;25.06;74.25;1.433333;25.25687713
40757;1.4;36.8;20.1;10.3;3.2;28.7;34.5;1.466667;25.00048272
40758;0;36.6;21.8;10.4;7.3;29.56;36.25;1.666667;24.73876328
40759;0;37.1;22.6;10.5;10.6;28.9;40.25;1.6;24.47179635
40760;0;36.4;20.2;10.5;11.4;29.02;34.75;2.866667;24.19966104
40761;0;35.3;21.5;10.5;10.4;28.32;39.5;2.433333;23.92243799
40762;0;35.3;21.6;10.5;11;27.82;41.5;2.5;23.64020934
40763;0;34.3;19.6;10.6;11.4;26.82;39.5;2.966667;23.35305873
40764;0;36.3;18.6;10.5;10.9;28.26;37;2.066667;23.06107124
40765;0;37;20.5;10.4;10.8;28.78;38;1.066667;22.76433341
40766;0;37.4;19.3;10.5;11.9;29.18;34.75;1.3;22.46293315
40767;0;35.3;21;10.7;10.3;28.3;35.75;2.733333;22.15695977
40768;0;35.4;19.6;10.7;10;27.88;36.75;3.166667;21.84650396
40769;0;36;22;10.5;10.4;29.1;38.75;2.566667;21.53165769
40770;0;36;20.6;10.5;10.8;28.8;38.5;2.833333;21.21251427
40771;0;35.4;21.8;10.4;11.1;28.52;38;3.033333;20.88916827
40772;0;33.6;20.6;10.1;10.8;27.16;40.5;3.166667;20.56171549
40773;0;35.6;20.8;10.7;10.6;28.32;37.25;2.233333;20.23025298
40774;0;35.6;20.3;10.9;11;28.02;37.5;2.4;19.89487894
40775;0;35.8;19;11;12.4;28.08;32.25;1.566667;19.55569277
40776;0;36.1;18.8;10.3;11.9;28.38;36.5;2.666667;19.21279496
40777;0;35.3;23.1;10;11.7;28.92;42;2.333333;18.86628712
40778;0;34.6;21.1;7.2;11.8;28.22;46;2.766667;18.51627194
40779;0;33.6;24.1;7.2;10.6;28.26;45;2.733333;18.16285313
40780;0;34.6;21.3;10.8;10.3;28.26;39.25;2.5;17.80613541
40781;0;34.3;23.9;7;12.6;28.98;43.5;2.4;17.44622449
40782;0;36.3;21.6;9.8;11.6;28.82;35.5;2.266667;17.08322702
40783;0;35.8;23.7;10.8;10.8;29.3;39;2.8;16.71725057
40784;0;36.2;21.3;10.9;12.1;28.74;38;2.5;16.34840357
40785;0;35.3;21.5;10.8;12;29.12;41.5;2.8;15.97679532
40786;0;38.1;20.6;10.4;11.7;29.94;31.25;2.3;15.60253595
40787;0;37.8;21.3;11;12.2;29.82;35;2;15.22573635
40788;0;35.8;21.5;10.9;11.7;28.86;39;2.6;14.84650818
40789;0;34.3;23.1;10.8;11.7;28.44;43;2.75;14.4649638
40790;0;33.6;22.8;10.9;12.2;28.08;48;4.05;14.08121629
40791;0;34.1;21.3;10.8;11;27.12;47;2.75;13.69537935
40792;0;35.5;18.5;11;12.4;27.6;40;1.7;13.30756731
40793;0;35.6;19.6;11;12.1;28.36;41;2.5;12.9178951
40794;0;36.2;22.3;10.5;12.1;29.26;37;3.3;12.52647817
40795;0;36.6;21.5;11.1;12;29.54;35;3.15;12.13343252
40796;0;37.5;19.3;10.9;13.1;29.4;32;2.15;11.73887461
40797;0;36.4;21.8;11;13.2;29.72;34;2.45;11.34292136
40798;0;37.1;21.1;11.2;11.9;29.16;37;2.8;10.9456901
40799;0;36.6;23.1;11.1;12.2;29.82;33;3;10.54729854
40800;0;35.8;20.3;10.7;12.3;28.7;36;1.75;10.14786472
40801;0;35.4;21.6;9;12;28.76;41;2.35;9.747507015
40802;0;34.3;23.1;10.6;10;28.64;40;3.95;9.346344052
40803;0;33.3;22.6;8.5;10.3;27.98;42;4.5;8.944494707
40804;0;33.3;21.8;6.1;10.9;27.54;46;3.95;8.542078055
40805;0;34.1;21.3;11.1;10.8;27.56;40;4.3;8.139213342
40806;0;34.6;20.6;11.4;11.6;27.52;40;4.1;7.736019946
40807;0;35.6;21.3;11.4;11.7;28.46;38;3.05;7.33261734
40808;0;37.5;20.6;11.1;12.4;29.86;34;2.15;6.929125062
40809;0;36.4;24.1;11.1;12.8;30.18;35;3.55;6.525662676
40810;0;37.3;23.1;11.1;12;30.52;33;3.2;6.122349736
40811;0;39.8;21.5;11.2;13.1;32.02;29;3.2;5.719305752
40812;0;36.7;23.1;11.1;13.3;29.8;34;3.75;5.316650155
40813;0;35.6;23.2;8.9;12;29.48;36;2.3;4.914502261
40814;0;36.8;21.4;10.9;10.4;29.84;37;2.8;4.512981234
40815;0;37.6;23.2;10.9;11.1;30.48;37;2.4;4.112206054
40816;0;37.3;24.3;10.2;13;30.68;36;2.05;3.71229548
40817;0;37.6;24.2;9.8;13.1;31.04;31.75;2.433333;3.313368013
40818;0;37.5;24.1;10;12.9;30.96;33.5;2.2;2.915541865
40819;0;37.3;24.2;9.9;12.4;30.66;37.25;1.633333;2.518934919
40820;0;36.1;25.9;6.7;12.4;30.3;44.5;1.533333;2.123664699
40821;0;37.6;25.3;10.8;12.8;31.3;33;3.233333;1.729848332
40822;0;36.6;25.9;11.2;13.1;30.82;32.25;3.1;1.337602514
40823;0;37.8;23.8;11.3;12.3;31.12;29.5;3.6;0.947043477
40824;0;37.2;25.1;11.4;13.5;30.94;30.5;2.066667;0.558286951
40825;0;37.6;22.2;11.4;12.8;30.44;31;2.066667;0.171448133
40826;0;39.4;26.1;11.4;13.8;32.58;32;1.233333;-0.213358348
40827;0;37.3;26.2;10.8;14.1;31.58;35.5;1.733333;-0.596018466
40828;0;38;26.6;10.7;12.3;32.36;37.5;1.7;-0.976418829
40829;0;36.8;26.3;6.5;12.8;30.94;43;2.2;-1.354446718
40830;0;35.6;26.1;6;10.4;30.98;43.25;1.866667;-1.729990115
40831;0;36.1;25.8;6.8;11.1;30.94;43;1.6;-2.102937737
40832;3.2;34;25.6;5;8.8;27.8;64.75;2.1;-2.473179073
40833;0;35.5;23.1;6.6;5.1;28.64;60.75;1.533333;-2.840604411
40834;0.6;33.4;24.9;4.6;7.4;29.02;48.5;2.3;-3.205104877
40835;0;36.5;23.8;7.8;8;30.26;39.5;1.833333;-3.56657246
40836;0;35.4;23.9;7;10.7;29.5;44;1.866667;-3.92490005
40837;0;31.1;23.1;0.6;10.4;26.64;59.5;0.866667;-4.279981467
40838;0;35.5;23.6;6.3;4.9;28.14;53.25;1.133333;-4.631711492
40839;0;36.8;21.8;11.6;8.4;30.24;30.25;2.966667;-4.9799859
40840;0;37.8;23.1;11.7;12.1;31.26;32.75;3.966667;-5.324701491
40841;0;36.6;23.8;9.7;12.7;30.8;34;2.733333;-5.665756116
40842;0;38.1;22.6;11.1;12.2;30.62;32.75;2.833333;-6.003048715
40843;0;38.6;23.4;11.7;13;31.36;30.5;2.166667;-6.336479341
40844;0;38.8;26.6;11.5;13;32.32;31.75;2.266667;-6.66594919
40845;0;36.1;25.1;7.8;13.3;30.16;44;1.2;-6.991360634
40846;0;37.2;23.6;10.5;11.6;30.6;40.5;1.4;-7.312617246
40847;0;37.2;24.1;8.6;11;30.46;42.25;0.633333;-7.629623831
40848;0;35.1;22.4;4.7;10.4;27.54;70.5;1.4;-7.942286453
40849;37.8;31.5;22.7;0.8;5.9;26.44;61.25;1.4;-8.250512463
40850;1.3;31.8;22.6;2.8;3.1;26.44;64.25;2.033333;-8.554210528
40851;1.3;32.4;23.6;2.9;2.4;27.04;61;1.9;-8.853290655
40852;1.4;30.3;21.8;1.1;4.7;26.46;54.25;2.733333;-9.14766422
40853;0;32.2;23.6;2.7;6.7;27.64;57.25;1.866667;-9.437243995
40854;0;35.6;20.3;10.7;3.9;28.38;47.75;2.9;-9.721944169
40855;0;35.1;23.1;9.1;4.5;27.36;70.25;2.166667;-10.00168038
40856;21.6;35.1;22.3;5.1;2.8;29;45.75;1.866667;-10.27636974
40857;0;35.2;23.1;5.8;6.4;26.7;67.5;1.433333;-10.54593084
40858;6.6;33.8;21.8;6.5;4.1;27.6;54.75;1.133333;-10.81028382
40859;0;34.8;24.6;7.9;8.4;29.48;36.25;2.733333;-11.06935034
40860;0;35.1;23.6;9.2;7.6;29.02;37;3.266667;-11.32305363
40861;0;34.8;24.6;7.2;10.4;28.56;49.75;2.1;-11.57131851
40862;0;36.4;21.8;11.4;9.8;29.76;39.75;1.566667;-11.81407143
40863;0;36.6;24.6;11.6;12.5;30.52;40.5;1.9;-12.05124043
40864;0;36.6;24.3;11;12.9;30.7;38.75;2.2;-12.28275525
40865;0;36.7;25.6;9.8;12.9;30.78;38.5;2.033333;-12.50854729
40866;0;36.6;24.8;9;12.8;30.48;39.5;1.133333;-12.72854964
40867;0;36.5;23.7;11.6;12;30.76;34.5;1.933333;-12.94269709
40868;0;37.6;24.6;10.3;13.3;30.6;38.5;1.7;-13.15092621
40869;0.5;36.6;24.6;9.6;12.2;30.16;36.75;2.033333;-13.35317529
40870;0;37.1;22.8;11.3;12.8;30.62;35.25;1.966667;-13.54938439
40871;0;36.6;27;8.7;12.3;30.56;47.25;1.566667;-13.73949537
40872;2;36.3;24.6;7.3;12.8;28.82;52.75;2;-13.9234519
40873;2.4;36.5;23.5;10.6;9.4;29.46;47.25;1.9;-14.10119948
40874;0.6;34.6;23.5;3.6;10;29.58;41.25;1.466667;-14.27268542
40875;0;36.8;25.6;10.6;10.5;30.76;38;1.6;-14.43785892
40876;0;37.1;25.3;8.7;12.1;31.04;40;2.466667;-14.59667102
40877;0;35.8;25.7;7.9;11.9;30.58;41.25;1.1;-14.74907468
40878;0;36.8;24.5;8;11.1;30.98;44;1.233333;-14.89502473
40879;0;36.3;26.1;9.5;11.4;30.96;41.5;1.666667;-15.03447792
40880;0;36.6;23.8;10.7;11.8;30.44;34;2.333333;-15.16739293
40881;0;36.8;22.6;9.5;9.9;30.16;35.5;2.466667;-15.29373038
40882;0;37.1;22.5;10.1;10.5;30.6;35.75;2.066667;-15.41345282
40883;0;38;24.1;11.3;13;31.46;30.25;2.1;-15.52652478
40884;0;37.4;23.6;9.2;13.1;30.88;34.75;1.7;-15.63291275
40885;0;37.6;24.9;10.5;10;31.26;36.75;1.9;-15.73258522
40886;0;37.8;23.6;11.1;11;31.68;37.25;1.8;-15.82551264
40887;0;38;26.6;10.3;12.2;31.96;40.25;1.533333;-15.91166747
40888;0;37.8;25.1;9.3;13.2;31.62;39.5;2.2;-15.9910242
40889;0;36;26.6;7.4;11.4;29.6;54.25;1.8;-16.0635593
40890;0;33.1;23.6;1.1;9.8;28.86;47.25;2.566667;-16.12925128
40891;0;36.4;24.6;5.6;9.9;30.24;41.75;1.166667;-16.18808068
40892;0;36.5;23.6;11;10.1;30.74;36.75;2.7;-16.24003005
40893;0;36.8;25.7;10.2;12.2;30.98;40.75;2.4;-16.28508402
40894;0;37.8;22.3;9.6;12;31.54;34;2.366667;-16.32322922
40895;0;38;23.6;10.3;12.9;31.68;34;2.966667;-16.35445436
40896;0;38.4;23.3;11;13.1;30.9;34.75;1.966667;-16.37875017
40897;0;39;25.6;11;12.3;33.2;37.25;1.733333;-16.39610947
40898;0;36.6;26.5;9.1;13.1;31.14;43.75;2.233333;-16.40652711
40899;0;35.5;26.9;8.6;10.6;30.96;50.5;2.366667;-16.41
40900;0;35.1;25.8;8;10.2;30.58;46;3.866667;-16.40652711
