@relation 'AirQualityUCI all numeric random- custer-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily'

@attribute Date numeric
@attribute Time numeric
@attribute CO(GT) numeric
@attribute PT08S1(CO) numeric
@attribute C6H6(GT) numeric
@attribute PT08S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08S4(NO2) numeric
@attribute PT08S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
0.636364,0.347826,?,0.503948,0.333333,0.518842,0.184834,0.069886,0.414201,0.766637,0.569939,0.630108,0.495597,0.762352
0.272727,0.26087,0.025424,0.134961,0.009434,0.048607,0.020988,0.60737,0.139053,0.254496,0.0404,0.339785,0.432704,0.245516
0.909091,0.869565,0.389831,0.455851,0.322327,0.507373,0.383209,0.096993,0.517751,0.503597,0.473936,0.31828,0.749686,0.406978
0.363636,0.043478,0.059322,0.193826,0.045597,0.148007,0.023697,0.358746,0.147929,0.38804,0.140747,0.419355,0.571069,0.443288
0.818182,0.695652,?,0.165111,0.078616,0.210814,?,0.271072,?,0.297212,0.133797,0.522581,0.337107,0.379905
0.181818,0.347826,0.076271,0.271357,0.051887,0.159476,0.106974,0.201609,0.257396,0.317446,0.263684,0.363441,0.805031,0.516347
0.181818,0.695652,0.220339,0.421393,0.191824,0.369743,0.234936,0.079204,0.446746,0.428507,0.447437,0.434409,0.573585,0.466989
0.909091,0.565217,0.364407,0.656856,0.303459,0.489896,0.501693,0.066497,0.455621,0.521583,0.646394,0.372043,0.806289,0.530372
0.545455,0.434783,0.084746,0.193108,0.103774,0.251229,0.053487,0.241,0.281065,0.431655,0.170721,0.666667,0.257862,0.483996
0.181818,0.043478,0.09322,0.211773,0.048742,0.15456,0.093433,0.270224,0.337278,0.133543,0.144222,0.156989,0.498113,0.12442
1,0.869565,0.288136,0.239052,0.226415,0.409066,0.310088,0.177891,0.440828,0.247752,0.392702,0.316129,0.157233,0.06524
0.909091,0.826087,0.381356,0.533381,0.382075,0.56308,0.306703,0.069886,0.340237,0.633094,0.524327,0.541935,0.552201,0.640815
0.909091,0.347826,0.313559,0.55061,0.292453,0.479519,0.484089,0.088945,0.331361,0.491457,0.546481,0.251613,0.896855,0.384939
0.727273,0.565217,0.110169,0.227566,0.092767,0.23539,?,0.223634,?,0.367806,0.203301,0.673118,0.240252,0.468504
0.454545,0.652174,0.050847,0.139986,0.064465,0.185145,0.025728,0.356205,0.153846,0.334083,0.116855,0.939785,0.033962,0.372819
0.545455,0.652174,0.161017,0.281407,0.196541,0.374659,0.092079,0.191021,0.393491,0.492356,0.286273,0.83871,0.106918,0.444363
0.909091,0.130435,0.220339,0.453697,0.158805,0.329328,?,0.18382,?,0.364658,0.543875,0.296774,0.886792,0.45096
0.727273,0.043478,0.059322,0.134243,0.09434,0.237029,0.11916,0.296485,0.207101,0.385342,0.240226,0.501075,0.539623,0.551141
0.636364,0.347826,?,0.218952,0.073899,0.203714,?,0.206269,?,0.434802,0.262381,0.529032,0.615094,0.684601
0.454545,0.478261,0.084746,0.169419,0.081761,0.215729,0.039946,0.342228,0.162722,0.446942,0.168115,0.597849,0.348428,0.502663
0.636364,0.26087,0.084746,0.249103,0.099057,0.243583,0.071767,0.19568,0.224852,0.463129,0.330582,0.548387,0.566038,0.67126
0.363636,0.086957,0.127119,0.28715,0.100629,0.245767,0.056195,0.26133,0.204142,0.492806,0.373588,0.395699,0.767296,0.54987
0.454545,0.478261,0.20339,0.375449,0.243711,0.428727,0.124577,0.161372,0.411243,0.628597,0.463076,0.756989,0.233962,0.594536
0.636364,0.130435,0.016949,0.168701,0.033019,0.115784,?,0.328251,?,0.410072,0.080365,0.589247,0.674214,0.898646
0.363636,0.478261,0.050847,0.159368,0.069182,0.194975,0.050779,0.412537,0.201183,0.366457,0.136403,0.498925,0.334591,0.348336
0.636364,0.173913,?,0.1486,0.044025,0.143091,?,0.267683,?,0.381295,0.165508,0.524731,0.650314,0.712359
0.181818,0.217391,0.067797,0.238335,0.033019,0.119607,0.098172,0.2554,0.298817,0.198741,0.307124,0.126882,0.830189,0.21082
0.818182,0.826087,0.567797,0.742283,0.550314,0.70071,0.375085,0.031766,0.393491,0.803957,0.771937,0.541935,0.615094,0.713972
0.090909,0.521739,0.254237,0.601579,0.275157,0.462043,0.371699,0.06565,0.609467,0.404227,0.734144,0.255914,0.552201,0.227142
0.272727,0.695652,?,0.346016,0.213836,0.395412,?,0.221093,?,0.535522,0.312337,0.597849,0.222642,0.341983
0.272727,0.565217,?,0.340273,0.172956,0.347897,?,0.241847,?,0.464928,0.301911,0.649462,0.184906,0.35249
1,0.565217,0.220339,0.440775,0.174528,0.34899,0.285714,0.132571,0.328402,0.384892,0.447003,0.412903,0.562264,0.425891
0.818182,0.652174,0.211864,0.524767,0.248428,0.433643,0.159783,0.095722,0.266272,0.55036,0.453953,0.677419,0.416352,0.752627
0.818182,0.043478,0.271186,0.460876,0.240566,0.424904,0.225457,0.097416,0.263314,0.545863,0.463944,0.498925,0.768553,0.768558
0,0.913043,0.220339,0.431443,0.185535,0.362097,0.240352,0.112664,0.420118,0.383543,0.475673,0.329032,0.70566,0.396814
0,0.652174,0.245763,0.541278,0.262579,0.448389,0.279621,0.086404,0.405325,0.382194,0.749783,0.322581,0.48805,0.260666
0.363636,0.565217,0.135593,0.290022,0.168239,0.341344,0.067705,0.249471,0.260355,0.454137,0.304083,0.651613,0.181132,0.348727
0.454545,0.130435,0.110169,?,?,?,?,?,?,?,?,?,?,?
0.181818,0.826087,0.262712,0.642498,0.261006,0.446204,0.393365,0.062262,0.630178,0.435701,0.589053,0.365591,0.510692,0.323071
0.727273,0.391304,?,0.547021,0.327044,0.512835,?,0.101652,?,0.653327,0.599479,0.610753,0.515723,0.74686
1,0.869565,0.254237,0.422111,0.193396,0.372474,0.275559,0.134689,0.387574,0.297662,0.596438,0.283871,0.514465,0.238137
0.818182,0.956522,0.135593,0.267767,0.113208,0.265429,0.141503,0.199492,0.275148,0.386241,0.281494,0.408602,0.864151,0.646728
0.454545,0.608696,0.161017,0.265614,0.190252,0.368105,0.081246,0.227446,0.325444,0.515737,0.278019,0.8,0.130818,0.449054
0.363636,0.608696,0.152542,0.394113,0.191824,0.370289,0.077183,0.198645,0.349112,0.493705,0.294526,0.709677,0.16478,0.392953
0,1,0.135593,0.357502,0.091195,0.231021,0.133378,0.175349,0.325444,0.294964,0.39053,0.266667,0.789937,0.355422
0.545455,0.043478,0.127119,0.236899,0.146226,0.312944,0.061611,0.187632,0.269231,0.463129,0.387924,0.548387,0.377358,0.462249
0.363636,0.217391,0.025424,0.104092,0.033019,0.117968,0.020311,0.398136,0.127219,0.307554,0.149001,0.331183,0.514465,0.286322
0.636364,0.304348,0.025424,0.183776,0.044025,0.14473,0.01151,0.276578,0.056213,0.453237,0.165943,0.55914,0.677987,0.819626
0.727273,0,?,?,?,?,?,?,?,?,?,?,?,?
0.818182,0.956522,0.118644,0.418521,0.160377,0.331513,0.10088,0.139771,0.204142,0.453237,0.38662,0.556989,0.568553,0.694033
1,0.695652,0.186441,0.159368,0.080189,0.212452,0.122546,0.308767,0.295858,0.186601,0.18245,0.251613,0.411321,0.158139
0.545455,0.086957,0.101695,0.284996,0.099057,0.245221,0.032498,0.199915,0.192308,0.46268,0.407906,0.608602,0.47673,0.689049
0.272727,0.173913,?,0.126346,0.02673,0.101038,0.027759,0.442186,0.162722,0.320144,0.207646,0.219355,0.83522,0.315447
1,0,?,0.244078,0.095912,0.240306,?,0.213892,?,0.214029,0.29192,0.195699,0.515723,0.159849
1,0.608696,?,0.190237,0.086478,0.224468,?,0.238458,?,0.176259,0.221546,0.298925,0.275472,0.12183
0.545455,0.391304,?,0.496052,0.264151,0.450027,0.14218,0.107582,0.43787,0.629496,0.641182,0.645161,0.353459,0.590089
0.090909,0.130435,0.042373,0.171572,0.009434,0.044238,?,0.402795,?,0.165468,0.059079,0.137634,0.880503,0.239652
0.363636,0.652174,0.220339,0.460158,0.25,0.434735,0.111713,0.167302,0.43787,0.561151,0.370547,0.737634,0.140881,0.38533
0.363636,0.956522,0.025424,0.24336,0.081761,0.217368,0.039269,0.31385,0.16568,0.486511,0.205039,0.419355,0.910692,0.706104
0.181818,0.695652,0.161017,0.208902,0.141509,0.306936,0.239675,0.204151,0.514793,0.136691,0.285404,0.294624,0.054088,0.000733
0.727273,0.826087,0.237288,0.327351,0.163522,0.335336,0.197021,0.175349,0.316568,0.45009,0.301043,0.376344,0.836478,0.561892
0.272727,0.565217,?,0.30079,0.116352,0.27089,?,0.26133,?,0.442896,0.225456,0.455914,0.47673,0.420173
0.181818,0.869565,0.618644,0.763101,0.525157,0.682141,0.568043,0.010165,0.727811,0.664119,0.833623,0.393548,0.411321,0.288912
0.909091,0.347826,0.169492,0.366116,0.150943,0.318951,0.283683,0.150784,0.360947,0.366007,0.376195,0.36129,0.690566,0.436202
1,0.478261,0.338983,0.545585,0.309748,0.49645,0.458362,0.135959,0.452663,0.488759,0.639878,0.404301,0.566038,0.416557
0.818182,0.608696,0.169492,0.440775,0.234277,0.417804,0.209885,0.111393,0.322485,0.531475,0.463076,0.625806,0.49434,0.748913
0.181818,0.652174,0.101695,0.291457,0.064465,0.184599,0.093433,0.187209,0.245562,0.299011,0.172024,0.580645,0.31195,0.431657
0.727273,0.434783,0.288136,0.458004,0.283019,0.469689,0.324306,0.117323,0.505917,0.568345,0.591225,0.608602,0.411321,0.605483
0.727273,0.478261,0.262712,0.458004,0.287736,0.474604,0.245091,0.109699,0.390533,0.591277,0.465682,0.612903,0.441509,0.653961
0.636364,0.130435,?,0.190237,0.062893,0.181868,?,0.234223,?,0.465378,0.294092,0.507527,0.805031,0.826663
0.727273,0.913043,0.118644,0.251256,0.116352,0.27089,0.121192,0.238458,0.316568,0.383543,0.289314,0.546237,0.394969,0.47603
0.181818,0.347826,0.279661,0.505384,0.261006,0.44675,0.16046,0.195256,0.319527,0.574191,0.471764,0.251613,0.633962,0.262278
0.181818,0.608696,0.177966,0.488873,0.221698,0.404151,0.31415,0.07878,0.532544,0.383543,0.485665,0.445161,0.284277,0.244637
0.818182,0.043478,0.118644,0.233309,0.08805,0.227198,0.133378,0.216434,0.207101,0.392986,0.262381,0.464516,0.74717,0.670283
0.818182,0.173913,0.033898,0.119885,0.048742,0.15456,0.036561,0.299449,0.094675,0.341727,0.216334,0.423656,0.733333,0.57797
0.454545,0.652174,0.101695,0.232592,0.09434,0.237575,0.038592,0.262601,0.186391,0.455935,0.158123,0.8,0.18239,0.561208
0.818182,0.956522,0.118644,0.383345,0.138365,0.301475,0.105619,0.160525,0.177515,0.455935,0.321025,0.576344,0.588679,0.758442
1,0.826087,0.347458,0.289304,0.292453,0.478973,0.363575,0.144007,0.47929,0.316996,0.455256,0.335484,0.172327,0.084738
0.363636,0.478261,0.127119,0.265614,0.122642,0.280721,0.063643,0.292673,0.266272,0.381745,0.242832,0.647312,0.12327,0.259835
0.272727,1,?,0.38837,0.099057,0.243583,?,0.257518,?,0.444694,0.245004,0.369892,0.649057,0.42291
0.636364,0.391304,?,0.116296,0.039308,0.131622,?,0.342651,?,0.340827,0.084275,0.643011,0.32327,0.545423
0,0.086957,?,0.074659,0.004717,0.022392,0.01828,0.534096,0.079882,0.078687,0.035621,0.15914,0.41761,0.098715
0.454545,0.043478,0.076271,0.150754,0.078616,0.210814,0.033852,0.289708,0.198225,0.377248,0.23371,0.522581,0.32327,0.367248
0.363636,0.913043,0.059322,0.278536,0.116352,0.270344,0.051456,0.277425,0.198225,0.513939,0.262381,0.455914,0.749686,0.652055
1,0.347826,?,0.231874,0.051887,0.161114,?,0.251588,?,0.247302,0.221981,0.258065,0.696855,0.299076
0.636364,0.304348,0.110169,0.335248,0.147799,0.314036,0.058903,0.14443,0.118343,0.577788,0.410947,0.617204,0.645283,0.936373
0.363636,0.521739,0.211864,0.362527,0.212264,0.393774,0.096818,0.17069,0.286982,0.588579,0.348393,0.503226,0.486792,0.504862
0.181818,0.043478,0.059322,0.084709,0.022013,0.08793,0.081246,0.394324,0.269231,0.022482,0.07993,0.04086,0.257862,0
0.454545,0.521739,0.161017,0.322326,0.204403,0.384489,0.079892,0.20288,0.322485,0.543165,0.299305,0.812903,0.130818,0.467918
1,0.478261,0.118644,0.169419,0.095912,0.239214,0.204469,0.238882,0.322485,0.18705,0.270634,0.389247,0.213836,0.143772
0.636364,0.826087,0.127119,0.226131,0.121069,0.277444,0.034529,0.207963,0.210059,0.400629,0.179409,0.703226,0.21761,0.476763
0.181818,0.869565,0.381356,0.532663,0.33805,0.523211,0.155044,0.156713,0.387574,0.643435,0.550391,0.311828,0.544654,0.283194
0,0.826087,0.211864,0.291457,0.160377,0.329874,0.219364,0.181279,0.571006,0.213129,0.359253,0.148387,0.338365,0.065044
0.909091,1,0.186441,0.322326,0.110063,0.260513,0.184157,0.192715,0.423077,0.260791,0.41616,0.249462,0.67044,0.276695
0.909091,1,0.220339,0.414932,0.157233,0.327144,0.241706,0.141465,0.257396,0.36286,0.440921,0.28172,0.869182,0.418707
0.636364,0.565217,0.059322,0.16224,0.058176,0.172583,0.030467,0.286743,0.150888,0.38759,0.133362,0.819355,0.187421,0.605385
0.636364,0.347826,?,0.282125,0.174528,0.34899,?,0.165608,?,0.482464,0.337533,0.627957,0.34717,0.554269
0.727273,0.478261,0.254237,0.430007,0.265723,0.45112,0.228842,0.1313,0.461538,0.558004,0.455691,0.653763,0.374843,0.639251
0.090909,0.043478,0.059322,0.208902,0.031447,0.114145,0.062965,0.283778,0.245562,0.216277,0.194179,0.135484,0.896855,0.243268
0,0.565217,0.228814,?,?,?,0.287068,?,0.482249,?,?,?,?,?
0.818182,0.173913,?,0.302943,0.136792,0.29929,?,0.155019,?,0.430306,0.357515,0.443011,0.807547,0.677027
0.181818,0,0.220339,0.454415,0.149371,0.317313,0.129316,0.271495,0.328402,0.446493,0.462207,0.245161,0.690566,0.280995
0.363636,1,?,0.325915,0.136792,0.300382,?,0.221516,?,0.471673,0.347958,0.337634,0.665409,0.384792
0.909091,1,0.101695,0.289304,0.117925,0.271983,0.108328,0.173655,0.198225,0.365108,0.330582,0.423656,0.725786,0.567708
0.363636,0,?,0.298636,0.110063,0.259967,?,0.266836,?,0.435252,0.316247,0.335484,0.642767,0.36935
0.181818,0.956522,0.186441,0.396267,0.113208,0.265429,0.218687,0.125371,0.476331,0.339478,0.407906,0.324731,0.709434,0.39266
0.545455,0.043478,?,0.199569,0.121069,0.276898,0.032498,0.205845,0.207101,0.417716,0.294092,0.572043,0.28805,0.392464
0.909091,0.565217,0.20339,0.370424,0.172956,0.345713,0.246445,0.194409,0.349112,0.365108,0.485665,0.44086,0.501887,0.419196
1,0.173913,0.008475,0.035894,0.006289,0.029492,0.028436,0.585769,0.109467,0.067896,0.045178,0.154839,0.372327,0.07946
0.272727,0.217391,?,0.175879,0.028302,0.107045,?,0.418043,?,0.379946,0.095569,0.337634,0.788679,0.462542
0.636364,0.521739,0.135593,0.333094,0.13522,0.297105,0.05958,0.163066,0.224852,0.523381,0.304518,0.769892,0.337107,0.823193
0.090909,0.304348,0.084746,0.248385,0.069182,0.192791,0.157752,0.210504,0.431953,0.17536,0.346221,0.060215,0.696855,0.119582
0.636364,0.869565,0.110169,0.256999,0.113208,0.264883,0.046716,0.193562,0.245562,0.486511,0.238923,0.68172,0.410063,0.753653
0.363636,0.869565,0.067797,0.30079,0.084906,0.220644,0.037238,0.281237,0.159763,0.45009,0.203301,0.554839,0.392453,0.485755
0.272727,0.130435,0.033898,0.139986,0.022013,0.088476,?,0.466328,?,0.302608,0.088184,0.367742,0.460377,0.294043
0.090909,0.608696,0.245763,0.403446,0.201258,0.381759,0.274204,0.106311,0.698225,0.361511,0.384014,0.180645,0.777358,0.24708
0.636364,0.304348,0.042373,0.134961,0.042453,0.139268,0.019634,0.297332,0.106509,0.429406,0.188532,0.563441,0.618868,0.765333
0.818182,0.478261,0.245763,0.508973,0.253145,0.439104,0.297224,0.089792,0.295858,0.533723,0.5404,0.541935,0.607547,0.699897
0.727273,0.782609,?,0.398421,0.18239,0.35882,?,0.20881,?,0.429406,0.288879,0.729032,0.227673,0.532913
0.181818,0.73913,0.144068,0.375449,0.075472,0.203714,0.201083,0.165608,0.366864,0.355216,0.24848,0.350538,0.900629,0.553927
1,0.217391,0.177966,0.427854,0.133648,0.295467,0.184157,0.138077,0.346154,0.314299,0.570374,0.234409,0.762264,0.302595
1,0.608696,?,0.149318,0.066038,0.186783,?,0.279966,?,0.156025,0.170287,0.286022,0.296855,0.125935
0.909091,0.304348,0.169492,0.338837,0.154088,0.322774,0.358158,0.164337,0.473373,0.302608,0.41225,0.187097,0.821384,0.272101
0.818182,1,0.279661,0.589375,0.237421,0.421628,0.214624,0.102922,0.257396,0.533723,0.465682,0.567742,0.607547,0.761667
0.636364,0.695652,?,0.343144,0.190252,0.367559,?,0.136806,?,0.523831,0.307559,0.767742,0.251572,0.649758
0.727273,0.913043,0.228814,0.41206,0.246855,0.432004,0.23155,0.233799,0.452663,0.418165,0.517811,0.617204,0.247799,0.399355
0.727273,0.608696,0.067797,0.13855,0.064465,0.185145,0.064997,0.307497,0.153846,0.277878,0.12424,0.516129,0.267925,0.299761
0.090909,0.434783,0.254237,0.474515,0.254717,0.440197,0.381855,0.089792,0.804734,0.348022,0.623371,0.206452,0.510692,0.167131
0.727273,0.608696,0.042373,0.117014,0.033019,0.116876,?,0.395172,?,0.24955,0.060817,0.733333,0.142138,0.383717
0,0.73913,0.245763,0.453697,0.237421,0.421081,0.347326,0.106311,0.523669,0.377698,0.574718,0.266667,0.577358,0.251478
0,0.173913,?,0.254846,0.064465,0.185145,0.108328,0.205421,0.245562,0.274281,0.337533,0.270968,0.781132,0.357426
0.909091,0.173913,0.067797,0.193108,0.066038,0.187329,0.085985,0.235917,0.153846,0.313399,0.247611,0.376344,0.774843,0.518692
0.727273,0.521739,0.254237,0.414932,0.275157,0.46095,0.222072,0.135959,0.482249,0.54991,0.477845,0.71828,0.271698,0.594732
0.909091,0.478261,0.415254,0.649677,0.377358,0.558711,0.706161,0.066074,0.54142,0.538669,0.712858,0.294624,0.792453,0.395885
0.727273,0.608696,?,0.26705,0.108491,0.259421,?,0.282507,?,0.323291,0.178106,0.750538,0.152201,0.423447
0.181818,0.173913,?,0.132089,0.015723,0.067176,0.012864,0.665396,0.088757,0.26214,0.070808,0.172043,0.713208,0.215071
0.727273,0.869565,0.389831,0.49677,0.356918,0.540688,0.361544,0.092757,0.482249,0.560252,0.592528,0.505376,0.428931,0.448224
0.818182,0.956522,?,0.319454,0.128931,0.288367,?,0.174926,?,0.429406,0.36099,0.513978,0.636478,0.673068
0.090909,0,0.059322,?,?,?,0.079892,?,0.286982,?,?,?,?,?
0.727273,0.434783,?,0.410625,0.183962,0.359913,?,0.159678,?,0.539119,0.448306,0.664516,0.456604,0.788203
0.454545,0.782609,0.084746,0.269203,0.095912,0.240306,0.033175,0.271919,0.174556,0.471223,0.178106,0.739785,0.231447,0.556223
0.181818,1,0.144068,0.380474,0.102201,0.247952,0.178064,0.147395,0.399408,0.274281,0.533015,0.219355,0.691824,0.25529
0.181818,0.130435,0.042373,0.139268,0.009434,0.047515,?,0.41889,?,0.070594,0.02954,0.154839,0.525786,0.132727
0.090909,0.086957,0.050847,?,?,?,0.05281,?,0.210059,?,?,?,?,?
1,0.956522,0.169492,?,?,?,0.203791,?,0.304734,?,?,?,?,?
0.363636,0.304348,0.288136,0.569275,0.298742,0.484981,0.168585,0.130453,0.310651,0.72482,0.456994,0.365591,0.850314,0.548013
0.636364,0.652174,0.076271,0.151472,0.081761,0.214637,0.027759,0.264718,0.159763,0.395683,0.12033,0.860215,0.149686,0.587206
0.363636,0.913043,0.271186,0.527638,0.283019,0.469689,0.122546,0.1313,0.372781,0.625,0.560382,0.453763,0.542138,0.472511
0.545455,0.434783,?,0.316583,0.279874,0.466958,0.175355,0.140618,0.5,0.520683,0.494353,0.724731,0.128302,0.34643
0.272727,0.391304,0.220339,?,?,?,0.159106,?,0.35503,?,?,?,?,?
0.909091,0,0.101695,0.458004,0.180818,0.357182,0.249154,0.121982,0.352071,0.326439,0.664639,0.210753,0.796226,0.289254
0.090909,0.043478,0.076271,0.156497,0.02673,0.099945,0.073798,0.337569,0.272189,0.110612,0.08775,0.126882,0.549686,0.121732
0.363636,0.608696,0.194915,0.369706,0.289308,0.47515,0.115775,0.200762,0.402367,0.469424,0.446134,0.741935,0.001258,0.1296
0.272727,0.695652,?,0.512563,0.210692,0.392682,?,0.216857,?,0.518435,0.334492,0.595699,0.21761,0.333675
0.090909,0.521739,0.09322,0.173726,0.06761,0.191699,0.144888,0.262601,0.390533,0.11241,0.14987,0.316129,0.133333,0.053071
0.545455,0,?,0.183058,0.13522,0.298198,0.05958,0.217281,0.292899,0.418615,0.261946,0.567742,0.236478,0.324586
0.272727,0.521739,0.20339,0.458004,0.221698,0.404151,0.090724,0.183397,0.352071,0.535072,0.465682,0.630108,0.238994,0.403216
0.454545,0.347826,?,0.232592,0.15566,0.324413,?,0.253706,?,0.501799,0.299305,0.509677,0.411321,0.436055
0.818182,0.956522,?,0.249821,0.124214,0.281267,?,0.185938,?,0.385791,0.348393,0.417204,0.683019,0.52656
0.909091,0.391304,0.364407,0.465901,0.394654,0.574549,0.379147,0.077086,0.325444,0.606115,0.550825,0.488172,0.612579,0.597322
0.636364,0,0.09322,0.254128,0.100629,0.247406,0.031821,0.190174,0.162722,0.49955,0.260643,0.595699,0.644025,0.875336
1,0.565217,0.254237,0.414214,0.185535,0.362097,0.391334,0.130453,0.360947,0.415917,0.43093,0.294624,0.972327,0.495235
0.090909,0.652174,0.169492,0.454415,0.177673,0.353359,0.309411,0.116476,0.508876,0.3125,0.546916,0.36129,0.32327,0.19655
0.909091,0.73913,0.211864,0.203877,0.179245,0.354451,0.271496,0.200339,0.47929,0.245953,0.334492,0.331183,0.23522,0.11924
0.090909,0.217391,0.025424,0.183058,0.022013,0.090115,0.035206,0.31385,0.139053,0.21268,0.172024,0.206452,0.750943,0.265504
0.636364,0.304348,?,0.460158,0.301887,0.488804,?,0.084286,?,0.733363,0.543875,0.604301,0.548428,0.776133
0.090909,0.869565,0.466102,0.586504,0.386792,0.566903,0.412322,0.057179,0.66568,0.445594,0.662467,0.182796,0.430189,0.116992
0.545455,0.130435,0.033898,0.183776,0.040881,0.135445,?,0.316815,?,0.407824,0.142919,0.63871,0.433962,0.693544
0.272727,0.347826,0.050847,0.207466,0.036164,0.124522,0.08937,0.249471,0.257396,0.178957,0.225891,0.331183,0.387421,0.211162
0.545455,0.73913,0.237288,0.428571,0.27044,0.456581,0.118483,0.139348,0.45858,0.628597,0.371851,0.834409,0.194969,0.649318
0.181818,0.913043,0.161017,0.346734,0.136792,0.300382,0.170616,0.121135,0.428994,0.369604,0.507385,0.402151,0.616352,0.44837
0.636364,0.73913,?,0.353912,0.149371,0.316767,0.081246,0.146972,0.295858,0.568345,0.30278,0.503226,0.875472,0.884132
0.181818,0.869565,0.491525,0.649677,0.382075,0.562534,0.460393,0.036002,0.58284,0.527428,0.811034,0.288172,0.562264,0.267067
0.363636,0.304348,0.059322,0.189519,0.073899,0.200983,0.031144,0.302414,0.130178,0.434802,0.258905,0.348387,0.716981,0.434003
0.545455,1,?,0.20962,0.132075,0.29219,0.05281,0.204574,0.278107,0.414119,0.304952,0.606452,0.249057,0.388995
0.454545,0.913043,0.313559,0.437186,0.33805,0.522665,0.099526,0.115205,0.363905,0.730665,0.431364,0.623656,0.373585,0.582075
0.545455,0.913043,0.152542,0.309404,0.158805,0.328782,0.070413,0.193139,0.322485,0.515288,0.305821,0.658065,0.320755,0.567365
0.181818,0.130435,0.025424,0.139986,0.009434,0.046423,?,0.631512,?,0.32509,0.075152,0.404301,0.562264,0.413527
0,0.913043,0.161017,0.22972,0.092767,0.233752,0.163169,0.22914,0.491124,0.161871,0.298871,0.137634,0.386164,0.075404
0.363636,0.826087,0.127119,0.25341,0.132075,0.29219,0.044685,0.236764,0.192308,0.499101,0.252389,0.417204,0.68805,0.528759
0.181818,0.26087,0.042373,0.211773,0.029874,0.110868,0.026405,0.49047,0.130178,0.369604,0.091659,0.393548,0.563522,0.3974
0.727273,0.130435,0.016949,0.050969,0.014151,0.063353,?,0.496823,?,0.228417,0.069939,0.369892,0.543396,0.350389
0.545455,0.304348,0.076271,0.21608,0.099057,0.243583,0.044685,0.20288,0.204142,0.471673,0.306255,0.556989,0.555975,0.679324
0.818182,0.347826,0.338983,0.612347,0.438679,0.611688,0.313473,0.048708,0.263314,0.722572,0.741095,0.47957,0.72327,0.680936
0.272727,0.608696,0.228814,0.356784,0.216981,0.399235,0.121192,0.221516,0.372781,0.44964,0.342745,0.483871,0.168553,0.175194
0.909091,0.26087,0.110169,0.343862,0.119497,0.274713,0.212593,0.165608,0.284024,0.303058,0.407037,0.223656,0.904403,0.34902
0.636364,0.826087,0.110169,0.279971,0.124214,0.282359,0.049425,0.209657,0.275148,0.464478,0.172893,0.752688,0.295597,0.701412
0.636364,0.217391,?,0.171572,0.036164,0.125614,?,0.318933,?,0.419514,0.130756,0.623656,0.573585,0.853345
0.272727,1,0.101695,0.256281,0.048742,0.155106,0.044685,0.353664,0.198225,0.366007,0.117724,0.288172,0.851572,0.419733
0.181818,0.347826,0.220339,0.494616,0.183962,0.360459,0.17197,0.259636,0.278107,0.506745,0.421807,0.180645,0.784906,0.249133
0.727273,0.26087,0.110169,0.262742,0.125786,0.28509,0.155044,0.204151,0.227811,0.426259,0.327107,0.434409,0.708176,0.578556
0.727273,0.434783,0.313559,0.475951,0.334906,0.519388,0.416385,0.106311,0.508876,0.53777,0.61338,0.522581,0.372327,0.417974
0.545455,1,?,0.290739,0.166667,0.338067,0.053487,0.166878,0.245562,0.501799,0.298436,0.621505,0.407547,0.623027
0.090909,0.695652,0.076271,0.184494,0.051887,0.15893,0.118483,0.273613,0.366864,0.122752,0.155083,0.247312,0.275472,0.091433
0.636364,0.304348,?,0.513281,0.301887,0.488258,0.189573,0.087675,0.408284,0.736061,0.508688,0.597849,0.532075,0.740507
0.181818,0.652174,0.144068,0.303661,0.130503,0.291644,0.144211,0.131724,0.363905,0.315198,0.234144,0.612903,0.197484,0.326345
0.636364,0.565217,0.101695,0.198134,0.110063,0.261606,0.060934,0.234223,0.310651,0.365108,0.175934,0.784946,0.113208,0.390216
0.181818,0.347826,0,0.291457,0.050314,0.157291,0.088016,0.205421,0.254438,0.263489,0.151607,0.268817,0.715723,0.322387
0.272727,0.304348,0.322034,0.552764,0.284591,0.471327,0.17671,0.146972,0.272189,0.616007,0.513467,0.273118,0.689308,0.315692
0.181818,0.434783,0.186441,0.502513,0.165094,0.336974,0.248477,0.079627,0.33432,0.422212,0.533884,0.436559,0.641509,0.526609
0.181818,0.391304,0.186441,0.303661,0.13522,0.297652,0.276236,0.160525,0.54142,0.252248,0.376629,0.191398,0.489308,0.146606
0.636364,0.130435,0.033898,0.18593,0.045597,0.145822,?,0.270648,?,0.463129,0.237619,0.619355,0.642767,0.939598
0.181818,1,0.059322,0.171572,0.031447,0.112507,0.054841,0.276578,0.198225,0.202338,0.096438,0.365591,0.483019,0.307482
0.181818,0.086957,0.067797,0.262742,0.050314,0.157291,0.081923,0.209657,0.301775,0.227068,0.33232,0.311828,0.559748,0.290573
0.454545,0.304348,0.254237,0.383345,0.289308,0.476242,0.223426,0.1313,0.307692,0.652428,0.483493,0.432258,0.586164,0.473147
0,0.869565,0.220339,0.486719,0.176101,0.35172,0.287068,0.113935,0.473373,0.379047,0.496959,0.331183,0.67673,0.383082
