@relation AirQualityUCI-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Date {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute Time {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute CO(GT) numeric
@attribute PT08S1(CO) numeric
@attribute C6H6(GT) numeric
@attribute PT08S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08S4(NO2) numeric
@attribute PT08S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
5,22,0.09322,0.227566,0.110063,0.26106,0.045362,0.293096,0.210059,0.380845,0.223284,0.490323,0.246541,0.7014
5,23,0.101695,0.255564,0.11478,0.267067,0.052133,0.282084,0.230769,0.399281,0.273675,0.475269,0.27673,0.7304
5,0,0.076271,0.191673,0.080189,0.213545,0.034529,0.325709,0.186391,0.347122,0.210686,0.470968,0.280503,0.7262
5,1,0.025424,0.137832,0.036164,0.12343,0.02302,0.404066,0.168639,0.330486,0.183319,0.488172,0.290566,0.7813
5,2,0.016949,0.131371,0.029874,0.108684,0.018957,0.418467,0.142012,0.320594,0.168115,0.470968,0.318239,0.7954
5,3,0.008475,0.118449,0.017296,0.075369,?,0.462092,?,0.306655,0.107732,0.496774,0.298113,0.8178
5,4,?,0.132807,0.022013,0.089569,0.008802,0.422702,0.06213,0.316097,0.107732,0.434409,0.387421,0.8345
5,5,0.033898,0.183776,0.04717,0.149099,0.024374,0.352817,0.10355,0.364209,0.172459,0.406452,0.445283,0.8593
5,6,0.067797,0.269203,0.097484,0.241398,0.044685,0.257942,0.153846,0.420863,0.308427,0.408602,0.454088,0.8784
5,7,0.220339,0.524767,0.301887,0.488258,0.128639,0.129606,0.272189,0.63804,0.563858,0.408602,0.469182,0.901
5,8,0.542373,0.788227,0.610063,0.745494,0.232905,0.068615,0.405325,0.923561,0.796264,0.445161,0.383648,0.8547
5,9,0.262712,0.487437,0.227987,0.411797,0.150982,0.168149,0.33432,0.543615,0.577324,0.477419,0.363522,0.8946
5,10,0.194915,0.407753,0.191824,0.370836,0.133378,0.199915,0.346154,0.494155,0.50391,0.584946,0.223899,0.8565
5,11,0.152542,0.352477,0.171384,0.345167,0.093433,0.225328,0.298817,0.473471,0.388358,0.630108,0.171069,0.8219
5,12,0.220339,0.428571,0.240566,0.425451,0.108328,0.187632,0.357988,0.532374,0.420504,0.686022,0.135849,0.8338
5,13,0.237288,0.440775,0.265723,0.451666,0.115775,0.175349,0.366864,0.547662,0.425282,0.705376,0.124528,0.8394
5,14,0.161017,0.384063,0.194969,0.37302,0.080569,0.21008,0.307692,0.5,0.323197,0.698925,0.138365,0.8719
5,15,0.186441,0.402728,0.215409,0.397597,0.088693,0.195256,0.369822,0.495504,0.346221,0.733333,0.122013,0.8964
5,16,0.152542,0.366834,0.157233,0.326597,0.063643,0.228717,0.304734,0.459532,0.24066,0.722581,0.12956,0.8981
5,17,0.245763,0.501795,0.301887,0.488804,0.09411,0.160525,0.378698,0.594424,0.422242,0.705376,0.142138,0.8996
5,18,0.364407,0.571429,0.355346,0.539596,0.148274,0.144854,0.467456,0.646133,0.523023,0.632258,0.194969,0.8899
5,19,0.389831,0.569275,0.399371,0.578919,0.155721,0.132571,0.473373,0.682104,0.596438,0.595699,0.223899,0.8821
5,20,0.279661,0.419957,0.246855,0.431458,0.116452,0.181703,0.393491,0.539119,0.461772,0.550538,0.261635,0.8633
5,21,0.194915,0.367552,0.191824,0.370289,0.092079,0.207539,0.35503,0.493255,0.413988,0.51828,0.304403,0.8806
5,22,0.09322,0.311558,0.13522,0.298198,0.042654,0.249047,0.215976,0.434802,0.311034,0.494624,0.343396,0.9019
5,23,0.135593,0.312994,0.128931,0.288367,0.07109,0.237611,0.278107,0.429856,0.331885,0.475269,0.369811,0.9016
5,0,0.09322,0.302943,0.119497,0.275259,0.046039,0.227446,0.242604,0.445594,0.356212,0.455914,0.425157,0.9535
5,1,0.050847,0.210337,0.064465,0.186237,0.028436,0.292249,0.195266,0.384892,0.280626,0.453763,0.432704,0.9591
5,2,0.033898,0.18234,0.045597,0.14746,0.026405,0.32698,0.186391,0.366906,0.261077,0.436559,0.459119,0.9599
5,3,0.016949,0.144293,0.02673,0.102676,?,0.382042,?,0.335432,0.175065,0.443011,0.441509,0.9453
5,4,?,0.142857,0.033019,0.117422,0.020988,0.376535,0.147929,0.351169,0.194613,0.391398,0.530818,0.9468
5,5,0.016949,0.144293,0.033019,0.117422,0.020311,0.379924,0.130178,0.344874,0.176803,0.406452,0.503145,0.9459
5,6,0.050847,0.239052,0.08805,0.227744,0.02979,0.279966,0.153846,0.409622,0.255864,0.393548,0.539623,0.9612
5,7,0.254237,0.546303,0.327044,0.512288,0.115775,0.125371,0.272189,0.671313,0.553432,0.393548,0.555975,0.9863
5,8,0.516949,0.767408,0.575472,0.719825,0.215301,0.071156,0.452663,0.896583,0.780626,0.44086,0.472956,0.99
5,9,0.381356,0.594401,0.34434,0.528673,0.197698,0.128335,0.482249,0.654227,0.640747,0.492473,0.401258,1.0104
5,10,0.211864,0.441493,0.209119,0.389405,0.121869,0.190597,0.390533,0.521583,0.486099,0.608602,0.247799,0.9785
5,11,0.169492,0.365398,0.179245,0.355543,0.102911,0.207963,0.35503,0.489658,0.391833,0.636559,0.215094,0.9652
5,12,0.161017,0.391242,0.209119,0.389951,0.078538,0.200762,0.328402,0.511241,0.325804,0.688172,0.162264,0.9281
5,13,0.177966,0.420675,0.237421,0.421081,0.077183,0.179585,0.33432,0.534622,0.338401,0.707527,0.172327,1.0144
5,14,0.169492,0.402728,0.20283,0.382305,0.080569,0.199068,0.343195,0.517536,0.291051,0.707527,0.168553,1.0012
5,15,0.186441,0.407753,0.218553,0.400328,0.077183,0.19568,0.363905,0.523381,0.274109,0.72043,0.148428,0.959
5,16,0.20339,0.433597,0.242138,0.427089,0.096141,0.180008,0.393491,0.54991,0.327541,0.694624,0.194969,1.0526
5,17,0.279661,0.510409,0.301887,0.488804,0.117806,0.155443,0.434911,0.606115,0.421807,0.660215,0.215094,1.0271
5,18,0.355932,0.525485,0.342767,0.527581,0.143534,0.136806,0.473373,0.633993,0.500434,0.608602,0.262893,1.0204
5,19,0.313559,0.525485,0.330189,0.515019,0.127962,0.142736,0.440828,0.633993,0.471764,0.572043,0.280503,0.9672
5,20,0.313559,0.521177,0.287736,0.474604,0.137441,0.147395,0.449704,0.601619,0.479583,0.533333,0.343396,1.0083
5,21,0.161017,0.394831,0.144654,0.309667,0.073121,0.212198,0.343195,0.468076,0.30278,0.488172,0.410063,1.0155
5,22,0.135593,0.424264,0.139937,0.304205,0.062965,0.20881,0.298817,0.481565,0.28497,0.464516,0.47673,1.0666
5,23,0.161017,0.436468,0.149371,0.316767,0.083954,0.194409,0.35503,0.500899,0.348827,0.447312,0.540881,1.1313
5,0,0.118644,0.371141,0.127358,0.286729,0.05958,0.211351,0.295858,0.459982,0.346655,0.43871,0.514465,1.0539
5,1,0.059322,0.286432,0.089623,0.229383,0.031144,0.244812,0.210059,0.422212,0.261512,0.427957,0.550943,1.0832
5,2,0.033898,0.221823,0.04717,0.15183,0.024374,0.305379,0.168639,0.380845,0.208514,0.436559,0.534591,1.0819
5,3,0.016949,0.170854,0.025157,0.099399,?,0.379077,?,0.34982,0.139444,0.466667,0.465409,1.056
5,4,?,0.165111,0.023585,0.090661,0.008125,0.399407,0.071006,0.344424,0.105126,0.462366,0.484277,1.0736
5,5,0.016949,0.199569,0.034591,0.12343,0.016249,0.358323,0.097633,0.365108,0.135534,0.412903,0.56478,1.0582
5,6,0.067797,0.315147,0.102201,0.247952,0.054841,0.238458,0.195266,0.45054,0.297567,0.380645,0.626415,1.0495
5,7,0.228814,0.605169,0.306604,0.493173,0.125931,0.114782,0.281065,0.67536,0.53258,0.397849,0.587421,1.0486
5,8,0.449153,0.801149,0.515723,0.673949,0.169939,0.070733,0.426036,0.877698,0.701129,0.443011,0.548428,1.1279
5,9,0.330508,0.585068,0.283019,0.469143,0.099526,0.133418,0.239645,0.633993,0.578193,0.486022,0.467925,1.1227
5,10,0.177966,0.419957,0.193396,0.370836,0.103588,0.19695,0.340237,0.519784,0.378367,0.602151,0.261635,0.9972
5,11,0.177966,0.424982,0.194969,0.373566,0.097495,0.193562,0.340237,0.517536,0.369244,0.655914,0.208805,0.9989
5,12,0.161017,0.409907,0.187107,0.364828,0.080569,0.200762,0.313609,0.511691,0.286707,0.692473,0.177358,0.9869
5,13,0.161017,0.422111,0.207547,0.388312,0.073798,0.18382,0.310651,0.529676,0.298002,0.713978,0.16478,1.0043
5,14,0.152542,0.394113,0.191824,0.370289,0.077183,0.198645,0.349112,0.493705,0.294526,0.709677,0.16478,0.9888
5,15,0.220339,0.460158,0.25,0.434735,0.111713,0.167302,0.43787,0.561151,0.370547,0.737634,0.140881,0.9732
5,16,0.177966,0.431443,0.213836,0.395958,0.096818,0.190597,0.402367,0.517086,0.324935,0.741935,0.127044,0.935
5,17,0.288136,0.541278,0.339623,0.523758,0.128639,0.14443,0.431953,0.633094,0.454387,0.711828,0.139623,0.9064
5,18,0.338983,0.541278,0.371069,0.55325,0.155044,0.136806,0.491124,0.655576,0.513032,0.636559,0.196226,0.9106
5,19,0.364407,0.572146,0.345912,0.530311,0.166554,0.141042,0.502959,0.631745,0.528236,0.593548,0.23522,0.908
5,20,0.372881,0.525485,0.322327,0.507373,0.179418,0.152901,0.523669,0.593076,0.504344,0.55914,0.260377,0.8879
5,21,0.237288,0.433597,0.209119,0.389951,0.121192,0.190174,0.41716,0.507644,0.460035,0.51828,0.316981,0.9072
5,22,0.211864,0.446518,0.199686,0.379028,0.109005,0.191021,0.399408,0.519335,0.447003,0.486022,0.362264,0.9149
5,23,0.169492,0.427136,0.191824,0.369743,0.09411,0.179161,0.340237,0.513489,0.494353,0.475269,0.422642,0.9983
5,0,0.09322,0.285714,0.105346,0.255052,0.051456,0.240152,0.269231,0.429406,0.382711,0.48172,0.412579,1.0004
5,1,0.042373,0.208184,0.058176,0.172037,0.027082,0.303685,0.183432,0.373651,0.237619,0.473118,0.412579,0.9763
5,2,0.016949,0.163676,0.037736,0.13053,0.022343,0.357899,0.16568,0.350719,0.188966,0.470968,0.406289,0.9571
5,3,0.016949,0.173726,0.040881,0.136537,?,0.339263,?,0.356565,0.200695,0.391398,0.533333,0.9461
5,4,?,0.173008,0.042453,0.14036,0.020988,0.324862,0.133136,0.35027,0.195048,0.395699,0.515723,0.932
5,5,0.016949,0.167983,0.039308,0.131622,0.024374,0.344346,0.133136,0.345324,0.188966,0.393548,0.515723,0.931
5,6,0.050847,0.251974,0.108491,0.258329,0.042654,0.24227,0.177515,0.421313,0.306255,0.36129,0.572327,0.9203
5,7,0.347458,0.624551,0.410377,0.588203,0.199052,0.096993,0.328402,0.743705,0.632493,0.393548,0.52956,0.9474
5,8,0.398305,0.628141,0.441824,0.614965,0.203791,0.093604,0.366864,0.77518,0.698089,0.432258,0.465409,0.9575
5,9,0.279661,0.552764,0.316038,0.502458,0.163846,0.132571,0.405325,0.635342,0.665074,0.486022,0.387421,0.9639
5,10,0.228814,0.489591,0.267296,0.45385,0.144888,0.160102,0.431953,0.581835,0.590791,0.610753,0.223899,0.9217
5,11,0.144068,0.399139,0.174528,0.349536,0.091401,0.213045,0.340237,0.481565,0.395743,0.653763,0.183648,0.915
5,12,0.152542,0.421393,0.180818,0.357182,0.079892,0.197374,0.307692,0.497752,0.354474,0.67957,0.18239,0.9714
5,13,0.161017,0.458722,0.205975,0.386128,0.066351,0.181279,0.284024,0.52518,0.348393,0.722581,0.157233,0.9966
5,14,0.152542,0.467337,0.198113,0.377936,0.068382,0.180856,0.284024,0.51214,0.347958,0.722581,0.154717,0.9902
5,15,0.161017,0.474515,0.20283,0.382851,0.081923,0.184244,0.319527,0.527428,0.333623,0.746237,0.12956,0.9515
5,16,0.186441,0.451543,0.210692,0.391043,0.090724,0.195256,0.331361,0.507644,0.305821,0.739785,0.118239,0.8948
5,17,0.220339,0.421393,0.158805,0.328782,0.105619,0.20881,0.35503,0.459083,0.249348,0.690323,0.168553,0.9524
5,18,0.29661,0.5542,0.314465,0.500819,0.144888,0.147395,0.452663,0.616906,0.45265,0.634409,0.207547,0.9382
5,19,0.313559,0.486719,0.298742,0.486073,0.141503,0.166878,0.423077,0.568345,0.418332,0.597849,0.197484,0.8195
5,20,0.288136,0.501795,0.273585,0.459312,0.13541,0.166455,0.426036,0.558903,0.45656,0.554839,0.254088,0.8589
5,21,0.20339,0.426418,0.215409,0.397051,0.098172,0.190597,0.378698,0.515737,0.415291,0.52043,0.28805,0.8515
5,22,0.20339,0.450108,0.207547,0.388312,0.106974,0.190174,0.366864,0.508543,0.438749,0.48172,0.335849,0.8565
5,23,0.245763,0.483848,0.231132,0.41562,0.108328,0.173655,0.369822,0.536871,0.443962,0.466667,0.352201,0.8509
5,0,0.305085,0.557789,0.281447,0.46805,0.129993,0.144007,0.366864,0.580036,0.523892,0.451613,0.411321,0.9158
5,1,0.271186,0.509691,0.25,0.434189,0.111713,0.149089,0.360947,0.553507,0.535621,0.423656,0.464151,0.9344
5,2,0.118644,0.341709,0.150943,0.318405,0.060257,0.18975,0.269231,0.468975,0.417897,0.419355,0.483019,0.9465
5,3,0.050847,0.255564,0.095912,0.238667,?,0.245659,?,0.406475,0.298436,0.425806,0.466667,0.9394
5,4,?,0.218234,0.061321,0.180229,0.027082,0.284625,0.16568,0.375,0.260643,0.404301,0.510692,0.9544
5,5,0.033898,0.211055,0.055031,0.166029,0.032498,0.297332,0.168639,0.370054,0.241529,0.380645,0.561006,0.9615
5,6,0.033898,0.24336,0.070755,0.197706,0.039946,0.269801,0.189349,0.393435,0.289748,0.395699,0.557233,0.9928
5,7,0.09322,0.363245,0.143082,0.308028,0.07109,0.200339,0.230769,0.491007,0.371416,0.410753,0.549686,1.0276
5,8,0.177966,0.485284,0.227987,0.411797,0.092756,0.158407,0.272189,0.582284,0.462207,0.455914,0.491824,1.0723
5,9,0.177966,0.479541,0.18239,0.35882,0.110359,0.178314,0.295858,0.534622,0.475239,0.483871,0.47673,1.1287
5,10,0.169492,0.470926,0.171384,0.345167,0.092756,0.192715,0.278107,0.530576,0.447003,0.550538,0.387421,1.153
5,11,0.144068,0.424264,0.180818,0.357182,0.075152,0.207963,0.263314,0.515737,0.328844,0.591398,0.293082,1.053
5,12,0.177966,0.43934,0.201258,0.380666,0.092079,0.190597,0.301775,0.532824,0.369679,0.625806,0.237736,0.9989
5,13,0.161017,0.430007,0.196541,0.375205,0.069059,0.18975,0.242604,0.53777,0.366203,0.64086,0.237736,1.0394
5,14,0.110169,0.363963,0.128931,0.288913,0.051456,0.232952,0.218935,0.473921,0.262381,0.649462,0.233962,1.0539
5,15,0.144068,0.423546,0.163522,0.335336,0.06432,0.202457,0.251479,0.511241,0.305387,0.668817,0.223899,1.081
5,16,0.169492,0.479541,0.18239,0.359366,0.076506,0.191021,0.292899,0.546763,0.323632,0.662366,0.25283,1.1503
5,17,0.228814,0.58794,0.246855,0.432004,0.101557,0.151631,0.33432,0.635791,0.469592,0.587097,0.384906,1.2771
5,18,0.228814,0.547021,0.216981,0.398689,0.104942,0.164337,0.319527,0.584083,0.449609,0.582796,0.388679,1.2642
5,19,0.220339,0.516152,0.245283,0.430366,0.088016,0.157137,0.298817,0.621403,0.367941,0.567742,0.379874,1.1963
5,20,0.144068,0.426418,0.169811,0.342982,0.064997,0.194409,0.260355,0.538219,0.36881,0.52043,0.455346,1.2088
5,21,0.09322,0.341709,0.099057,0.245221,0.042654,0.257518,0.195266,0.455935,0.248045,0.496774,0.491824,1.2034
5,22,0.211864,0.483848,0.198113,0.377936,0.067028,0.184244,0.245562,0.602518,0.345786,0.483871,0.519497,1.2082
5,23,0.254237,0.538406,0.238994,0.423812,0.08937,0.152054,0.289941,0.628597,0.428323,0.475269,0.549686,1.234
5,0,0.338983,0.617373,0.320755,0.506827,0.118483,0.121135,0.331361,0.69964,0.555169,0.466667,0.569811,1.2488
5,1,0.29661,0.544149,0.248428,0.433643,0.119838,0.14316,0.313609,0.620504,0.544309,0.460215,0.591195,1.2624
5,2,0.152542,0.391242,0.16195,0.333697,0.069736,0.185091,0.224852,0.552608,0.409209,0.449462,0.613836,1.2581
5,3,0.152542,0.396267,0.196541,0.375205,?,0.147819,?,0.594424,0.420504,0.430108,0.659119,1.2679
5,4,?,0.234027,0.075472,0.206445,0.031821,0.267683,0.156805,0.427158,0.258036,0.427957,0.608805,1.1788
5,5,0.016949,0.155779,0.031447,0.113599,0.016926,0.391783,0.10355,0.370054,0.12424,0.421505,0.588679,1.1215
5,6,0.025424,0.171572,0.033019,0.117422,0.026405,0.396019,0.150888,0.370054,0.123805,0.425806,0.543396,1.0655
5,7,0.059322,0.244795,0.061321,0.180229,0.051456,0.326133,0.227811,0.406475,0.21503,0.447312,0.504403,1.0668
5,8,0.059322,0.259153,0.066038,0.188968,0.044685,0.301567,0.186391,0.422212,0.249348,0.470968,0.495597,1.1199
5,9,0.059322,0.236181,0.058176,0.172037,0.041977,0.35324,0.183432,0.378597,0.162033,0.483871,0.402516,0.9841
5,10,0.059322,0.237617,0.062893,0.18296,0.044008,0.345193,0.189349,0.378147,0.149435,0.548387,0.31195,0.9749
5,11,0.067797,0.244078,0.069182,0.194975,0.035206,0.331639,0.150888,0.384892,0.13119,0.615054,0.237736,0.9688
5,12,0.09322,0.274946,0.081761,0.215729,0.044008,0.317238,0.198225,0.405126,0.16073,0.617204,0.237736,0.9785
5,13,0.076271,0.221106,0.064465,0.185691,0.033175,0.341804,0.162722,0.378597,0.146829,0.636559,0.208805,0.9467
5,14,0.059322,0.198851,0.050314,0.158383,0.017603,0.391783,0.100592,0.357464,0.090791,0.660215,0.169811,0.8864
5,15,0.084746,0.256999,0.075472,0.204806,0.033175,0.325709,0.162722,0.397032,0.130756,0.617204,0.227673,0.9462
5,16,0.118644,0.295765,0.09434,0.236483,0.050779,0.296908,0.210059,0.41232,0.18245,0.597849,0.245283,0.9423
5,17,0.118644,0.310122,0.106918,0.255598,0.061611,0.283355,0.233728,0.422212,0.224587,0.595699,0.232704,0.9076
5,18,0.110169,0.303661,0.105346,0.255052,0.062288,0.285896,0.263314,0.427608,0.241964,0.574194,0.255346,0.9077
5,19,0.084746,0.314429,0.089623,0.230475,0.045362,0.275307,0.186391,0.439299,0.215899,0.584946,0.340881,1.1513
5,20,0.067797,0.30079,0.084906,0.220644,0.037238,0.281237,0.159763,0.45009,0.203301,0.554839,0.392453,1.1787
5,21,0.076271,0.32089,0.09434,0.235937,0.048747,0.259212,0.198225,0.455036,0.274109,0.501075,0.47044,1.1764
5,22,0.084746,0.332376,0.092767,0.23539,0.049425,0.265142,0.210059,0.458633,0.274978,0.48172,0.504403,1.173
5,23,0.076271,0.230438,0.064465,0.183506,0.04807,0.321474,0.218935,0.376349,0.192441,0.453763,0.416352,0.9339
5,0,0.050847,0.18593,0.062893,0.180776,0.036561,0.356205,0.192308,0.359712,0.140313,0.453763,0.361006,0.8352
5,1,0.033898,0.145011,0.036164,0.126707,0.019634,0.407878,0.12426,0.325989,0.104257,0.410753,0.426415,0.8394
5,2,0.008475,0.09117,0.014151,0.0639,0.007448,0.514189,0.056213,0.277878,0.056907,0.380645,0.45283,0.8052
5,3,?,0.07107,0.007862,0.036592,?,0.628971,?,0.251799,0.037793,0.378495,0.416352,0.7464
5,4,?,0.076095,0.006289,0.029492,0.008125,0.670055,0.050296,0.251349,0.034752,0.391398,0.4,0.7513
5,5,0,0.073223,0.009434,0.04533,0.014218,0.627277,0.079882,0.241906,0.037359,0.387097,0.343396,0.664
5,6,0.033898,0.155779,0.042453,0.141453,0.047393,0.409149,0.198225,0.316547,0.095569,0.395699,0.339623,0.6752
5,7,0.127119,0.254846,0.121069,0.278536,0.110359,0.291402,0.322485,0.379047,0.24066,0.417204,0.272956,0.6111
5,8,0.161017,0.231874,0.150943,0.318405,0.078538,0.263448,0.233728,0.372302,0.298002,0.436559,0.186164,0.5046
5,9,0.101695,0.180187,0.106918,0.25669,0.056195,0.315121,0.159763,0.323741,0.235447,0.453763,0.183648,0.5235
5,10,0.076271,0.143575,0.089623,0.227744,0.077183,0.352817,0.260355,0.282374,0.185925,0.507527,0.11195,0.4642
5,11,0.067797,0.143575,0.084906,0.221191,0.074475,0.373147,0.245562,0.27473,0.163771,0.52043,0.098113,0.4513
5,12,0.09322,0.160804,0.105346,0.25396,0.066351,0.34604,0.239645,0.295414,0.155517,0.531183,0.086792,0.4404
5,13,0.101695,0.159368,0.111635,0.26379,0.072444,0.332486,0.245562,0.297212,0.162902,0.552688,0.066667,0.4222
5,14,0.084746,0.163676,0.106918,0.257236,0.073798,0.354934,0.245562,0.291817,0.162467,0.580645,0.049057,0.4129
5,15,0.09322,0.178033,0.116352,0.270344,0.072444,0.338839,0.233728,0.308903,0.16768,0.595699,0.046541,0.4219
5,16,0.110169,0.200287,0.119497,0.274167,0.075829,0.329945,0.266272,0.318345,0.191573,0.589247,0.060377,0.4495
5,17,0.161017,0.250538,0.187107,0.36319,0.092756,0.269801,0.313609,0.380396,0.261077,0.567742,0.077987,0.4663
5,18,0.194915,0.251256,0.210692,0.391589,0.104942,0.243117,0.307692,0.378147,0.332754,0.526882,0.100629,0.4656
5,19,0.169492,0.257717,0.187107,0.36319,0.098172,0.2554,0.331361,0.388939,0.323632,0.496774,0.122013,0.471
5,20,0.09322,0.178033,0.103774,0.252321,0.067705,0.317662,0.278107,0.310252,0.235447,0.451613,0.171069,0.501
5,21,0.050847,0.154343,0.073899,0.200983,0.04807,0.352393,0.221893,0.297662,0.172024,0.436559,0.193711,0.5169
5,22,0.050847,0.151472,0.073899,0.203714,0.042654,0.354511,0.210059,0.295863,0.149001,0.412903,0.206289,0.5032
5,23,0.059322,0.147882,0.077044,0.206991,0.050102,0.343922,0.248521,0.284622,0.184622,0.395699,0.197484,0.4642
5,0,0.033898,0.15219,0.066038,0.187875,0.042654,0.337992,0.242604,0.285971,0.231103,0.4,0.240252,0.5316
5,1,0.008475,0.136396,0.040881,0.137084,0.026405,0.371876,0.159763,0.269335,0.194613,0.374194,0.289308,0.5641
5,2,?,0.07107,0.012579,0.060076,0.010156,0.508259,0.085799,0.230216,0.092963,0.417204,0.250314,0.5773
5,3,?,0.075377,0.017296,0.072092,?,0.487082,?,0.232464,0.093397,0.326882,0.332075,0.5393
5,4,?,0.068198,0.012579,0.057892,0.01151,0.523931,0.08284,0.223471,0.079062,0.341935,0.308176,0.5355
5,5,0,0.09117,0.025157,0.096668,0.029113,0.450657,0.14497,0.25,0.1351,0.290323,0.387421,0.5462
5,6,0.008475,0.108399,0.039308,0.134899,0.025728,0.410419,0.127219,0.258094,0.136838,0.329032,0.318239,0.5272
5,7,0.084746,0.254846,0.136792,0.299836,0.067028,0.265565,0.236686,0.383993,0.302346,0.367742,0.274214,0.5329
5,8,0.245763,0.404164,0.347484,0.531404,0.122546,0.141889,0.289941,0.555306,0.54735,0.391398,0.230189,0.5066
5,9,0.169492,0.295047,0.238994,0.423266,0.099526,0.210928,0.263314,0.408273,0.419635,0.453763,0.135849,0.439
5,10,0.211864,0.329505,0.218553,0.40142,0.138795,0.238458,0.378698,0.404676,0.43397,0.576344,0.047799,0.4038
5,11,0.262712,0.363245,0.289308,0.47515,0.194313,0.20881,0.452663,0.445144,0.50391,0.649462,0.008805,0.3754
5,12,0.169492,0.28715,0.210692,0.392135,0.106297,0.250318,0.331361,0.377698,0.383145,0.668817,0.007547,0.3914
5,13,0.177966,0.318737,0.246855,0.430912,0.108328,0.233799,0.369822,0.408273,0.384014,0.72043,0,0.419
5,14,0.194915,0.369706,0.289308,0.47515,0.115775,0.200762,0.402367,0.469424,0.446134,0.741935,0.001258,0.4499
5,15,?,0.295765,0.196541,0.375205,?,0.2554,?,0.382194,0.327976,0.741935,0,0.4463
5,16,?,0.312994,0.187107,0.364828,?,0.26133,?,0.377248,0.294092,0.735484,0.010063,0.4747
5,17,?,0.361091,0.240566,0.424904,?,0.230834,?,0.432104,0.354909,0.731183,0.018868,0.4996
5,18,?,0.483848,0.389937,0.569634,?,0.168573,?,0.588129,0.509991,0.67957,0.037736,0.5007
5,19,?,?,?,?,?,?,?,?,?,?,?,?
5,20,?,?,?,?,?,?,?,?,?,?,?,?
5,21,?,?,?,?,?,?,?,?,?,?,?,?
5,22,?,?,?,?,?,?,?,?,?,?,?,?
5,23,?,?,?,?,?,?,?,?,?,?,?,?
5,0,?,?,?,?,?,?,?,?,?,?,?,?
5,1,?,?,?,?,?,?,?,?,?,?,?,?
5,2,?,?,?,?,?,?,?,?,?,?,?,?
5,3,?,?,?,?,?,?,?,?,?,?,?,?
5,4,?,?,?,?,?,?,?,?,?,?,?,?
5,5,?,?,?,?,?,?,?,?,?,?,?,?
5,6,?,?,?,?,?,?,?,?,?,?,?,?
5,7,?,?,?,?,?,?,?,?,?,?,?,?
5,8,?,?,?,?,?,?,?,?,?,?,?,?
5,9,0.330508,0.470926,0.630503,0.760786,?,0.264295,?,0.411871,0.60252,0.47957,0.333333,0.844
5,10,0.177966,0.351759,0.232704,0.416712,0.125931,0.348158,0.39645,0.378147,0.480452,0.602151,0.183648,0.7938
5,11,0.144068,0.353195,0.215409,0.396505,0.106297,0.337145,0.393491,0.397932,0.465248,0.660215,0.149686,0.8193
5,12,0.127119,0.32448,0.191824,0.369197,0.097495,0.35324,0.33432,0.388939,0.387924,0.677419,0.128302,0.7897
5,13,0.144068,0.316583,0.218553,0.400328,0.084631,0.341381,0.325444,0.403777,0.364466,0.72043,0.090566,0.7489
5,14,0.127119,0.272793,0.183962,0.359366,0.085308,0.387548,0.325444,0.357014,0.301477,0.735484,0.051572,0.6303
5,15,0.127119,0.26346,0.187107,0.363736,0.079892,0.371876,0.316568,0.366457,0.29192,0.724731,0.054088,0.6249
5,16,0.101695,0.231156,0.150943,0.319498,0.076506,0.404066,0.325444,0.348022,0.237619,0.724731,0.057862,0.6394
5,17,?,0.339555,0.281447,0.466958,?,0.296908,?,0.467626,0.393136,0.707527,0.084277,0.7039
5,18,?,0.347452,0.353774,0.537957,?,0.258789,?,0.519784,0.461772,0.655914,0.119497,0.7216
5,19,?,0.346734,0.355346,0.537957,?,0.258789,?,0.520683,0.455256,0.615054,0.12956,0.6754
5,20,?,0.341709,0.31761,0.503004,?,0.26133,?,0.525629,0.464379,0.578495,0.191195,0.7616
5,21,?,0.302943,0.204403,0.383943,?,0.314274,?,0.442896,0.390096,0.531183,0.241509,0.7804
5,22,?,0.268485,0.169811,0.342436,?,0.336298,?,0.417716,0.35013,0.507527,0.251572,0.7458
5,23,?,0.325915,0.207547,0.387766,?,0.292249,?,0.455486,0.405734,0.494624,0.272956,0.7617
5,0,?,0.272075,0.147799,0.315128,?,0.317662,?,0.413669,0.372285,0.468817,0.340881,0.8349
5,1,?,0.216798,0.102201,0.250137,?,0.352817,?,0.378597,0.318419,0.44086,0.378616,0.8355
5,2,?,0.142857,0.055031,0.166029,?,0.412114,?,0.331385,0.219374,0.44086,0.372327,0.8228
5,3,?,0.117732,0.034591,0.121791,?,0.463787,?,0.313399,0.188966,0.449462,0.373585,0.8468
5,4,?,0.111989,0.029874,0.110868,?,0.474375,?,0.306205,0.152911,0.427957,0.398742,0.8394
5,5,?,0.168701,0.062893,0.181322,?,0.39136,?,0.366906,0.242832,0.374194,0.495597,0.8505
